g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,panel,comments,date of last review
G2P01735,ITPR1,147265,6180,ACV; INSP3R1; IP3R1; PPP1R94; SCA15; SCA16; SCA29,ITPR1-related Gillespie Syndrome,206700,,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,dominant negative,inferred,,,27108798; 27108797; 28698159; 30249237; 31340402; 33747042; 33949769; 37705153,DD; Eye,,2019-11-22 11:33:00+00:00
G2P01738,GNB3,139130,4400,,GNB3-related congenital stationary night blindness,617024,,biallelic_autosomal,,limited,absent gene product,,loss of function,inferred,,,27063057,DD; Eye,,2016-06-07 17:33:54+00:00
G2P01749,FZD5,601723,4043,C2ORF31; DKFZP434E2135; HFZ5,FZD5-related coloboma,620731,,monoallelic_autosomal,restricted mutation set,strong,altered gene product structure,,dominant negative,inferred,,HP:0000589; HP:0000006,26908622,DD; Eye,,2025-01-16 17:43:40+00:00
G2P01772,NAA10,300013,18704,ARD1; ARD1A; DXS707; TE2,NAA10-related syndromic microphthalmia,309800,,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,,24431331; 30842225,DD; Eye,,2017-08-16 12:19:41+00:00
G2P01773,SMCHD1,614982,29090,FSHD2; KIAA0650,SMCHD1-related isolated arhinia/Bosma arhinia syndrome,,,monoallelic_autosomal,potential secondary finding,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0009924; HP:0000528; HP:0000568; HP:0000006; HP:0000044,28067911; 28067909,DD; Eye,,2022-08-03 13:29:09+00:00
G2P01793,APC,611731,583,DP2; DP2.5; DP3; PPP1R46,APC-related adenomatous polyposis coli,,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000707; HP:0000769; HP:0002885; HP:0100246; HP:0000478; HP:0006722; HP:0001012; HP:0007649; HP:0002664; HP:0025031; HP:0010562; HP:0011069; HP:0002884; HP:0000006; HP:0000706; HP:0006771; HP:0002895; HP:0000670; HP:0004394; HP:0003003; HP:0000953; HP:0000924; HP:0009592; HP:0010619; HP:0008256; HP:0200040; HP:0006744; HP:0011068; HP:0000818; HP:0001574; HP:0003828; HP:0005227; HP:0003549; HP:0004783; HP:0100245; HP:0000152,15771908; 9916927; 1651174; 9950370; 9724771; 9603437; 9521420; 8019566; 9487968; 1651563; 12136240; 2164769; 10562580; 10598803; 10494086; 7485167; 9288102; 1324223; 8281160; 8931709; 7797123; 8162051; 7661930; 8252630; 1316610; 27087319; 3039373,Eye; Skin; Cancer,,2025-01-16 11:53:50+00:00
G2P01794,BAP1,603089,950,HUCEP-6; KIAA0272; UCHL2,BAP1-related tumor predisposition syndrome,614327,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0012056; HP:0011524; HP:0012054; HP:0006770; HP:0000006; HP:0007716; HP:0005584; HP:0100002; HP:0002858; HP:0002671; HP:0030078; HP:0012055,23684012; 21941004; 21874000; 21874003; 28793149; 27748099; 24855403; 31382694,Eye; Skin; Cancer,,2024-12-13 09:51:03+00:00
G2P01813,NF2,607379,7773,ACN; BANF; MERLIN; MERLIN-1; SCH,NF2-related schwannomatosis,101000,MONDO:0008075,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0009733; HP:0009592; HP:0001067; HP:0002888; HP:0100008; HP:0002858; HP:0009594,20930055; 19582488; 19124645; 18285426; 18072270; 17357086; 7913580; 8757035; 8379998; 7666400; 8566958; 35674741,Eye; Skin; Cancer,,2017-09-01 16:19:16+00:00
G2P01817,RB1,614041,9884,OSRC; PPP1R130; RB,RB1-related retinoblastoma,180200,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0012056; HP:0002669; HP:0009919; HP:0030448; HP:0030408,2594029; 10486322; 1881452; 1352883; 9341870; 9400934; 7881418; 12016586; 16631255; 16988938; 17299438; 2601691,Eye; Cancer,,2017-08-30 19:31:16+00:00
G2P01818,RECQL4,603780,9949,RECQ4,RECQL4-related Rothmund-Thomson syndrome,268400,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,10319867; 20503338; 12734318; 9878247; 10678659; 12838562,Eye,,2017-08-30 20:38:08+00:00
G2P01831,VHL,608537,12687,VHL1,VHL-related von Hippel-Lindau syndrome,193300,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002666; HP:0010797; HP:0009711; HP:0006770; HP:0030393; HP:0030405,10533030; 12414898; 7784063; 20583150; 7563486; 8550742; 8956040,Eye; Skin; Cancer,,2017-09-01 16:19:16+00:00
G2P01836,WRN,604611,12791,RECQ3; RECQL2,WRN-related Werner syndrome,277700,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000707; HP:0000444; HP:0007618; HP:0000478; HP:0000939; HP:0002664; HP:0000135; HP:0004322; HP:0000518; HP:0000546; HP:0002669; HP:0001626; HP:0002858; HP:0000924; HP:0000819; HP:0000818; HP:0000119; HP:0001574; HP:0005177; HP:0001939; HP:0001595; HP:0001507; HP:0005328; HP:0000152,8602509; 8968742,Eye; Skin,,2018-07-05 15:56:51+00:00
G2P01853,MAF,177075,6776,C-MAF,"MAF-related cataracts, congenital, with sensorineural deafness, down syndrome-like facial appearance, short stature, and mental retardation",601088,,monoallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000407; HP:0000248; HP:0001249; HP:0012368; HP:0004322; HP:0001250,25865493,DD; Eye,,2016-12-07 16:13:24+00:00
G2P01860,CRIM1,606189,2359,S52,CRIM1-related colobomatous macrophthalmia with microcornea syndrome,,,biallelic_autosomal,,limited,absent gene product,,loss of function,inferred,,HP:0000589,25561690,DD; Eye,,2018-01-21 21:44:09+00:00
G2P01861,HMGB3,300193,5004,HMG2A; HMG4; MGC90319,"HMGB3-related colobomatous microphthalmia, microcephaly, intellectual disability, and short stature",300915,,monoallelic_X_hemizygous,,limited,absent gene product,,loss of function,inferred,,HP:0000480; HP:0002751; HP:0040080; HP:0001263; HP:0001249; HP:0000612; HP:0000482; HP:0000568; HP:0001419; HP:0000589; HP:0000565; HP:0000567; HP:0000252; HP:0000508; HP:0000699; HP:0004322; HP:0012043; HP:0000377,24993872,DD; Eye,,2025-01-16 23:09:59+00:00
G2P01901,CPAMD8,608841,23228,K-CAP; KIAA1283; VIP,CPAMD8-related anterior segment dysgenesis,,MONDO:0019503,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0025358; HP:0001083; HP:0100693; HP:0000615; HP:0012805; HP:0000007; HP:0011483; HP:0007676; HP:0007700; HP:0012376; HP:0000518,27839872,DD; Eye,,2017-04-23 17:07:35+00:00
G2P01903,AP3B2,602166,567,NAPTB,AP3B2-related epileptic encephalopathy with optic atrophy,617276,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0001263; HP:0000007; HP:0200134; HP:0000648; HP:0002376,27889060,DD; Eye,,2025-01-14 14:40:27+00:00
G2P01904,MITF,156845,7105,BHLHE32; MI; WS2; WS2A,"MITF-related coloboma, osteopetrosis, microphthalmia, macrocephaly, albinism, and deafness (COMMAD syndrome)",617306,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0008619; HP:0000256; HP:0000568; HP:0011002; HP:0000589; HP:0001022,27889061,DD; Eye; Skin,,2017-03-21 16:41:48+00:00
G2P01909,RS1,300839,10457,RS; XLRS1,RS1-related retinoschisis,,MONDO:0004579,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,HP:0000541; HP:0007984; HP:0030502; HP:0000556; HP:0001423,9326935; 9618178; 22245536; 10234514; 2080952; 22245991,Eye,,2017-04-20 15:11:17+00:00
G2P01910,REEP6,609346,30078,C19ORF32; DP1L1; FLJ25383; TB1; YIP2F,REEP6-related retinitis pigmentosa,,MONDO:0019200,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000512; HP:0007737; HP:0001133; HP:0000662; HP:0000007; HP:0000510,27889058; 28369466; 29120066,Eye,,2018-01-20 21:31:14+00:00
G2P01911,EYS,612424,21555,BA166P24.2; BA307F22.3; BA74E24.1; C6ORF178; C6ORF179; C6ORF180; DJ1018A4.2; DJ303F19.1; EGFL10; EGFL11; RP25; SPAM,EYS-related retinitis pigmentosa,,MONDO:0019200,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000512; HP:0007737; HP:0001133; HP:0000550; HP:0000662; HP:0000007; HP:0000510; HP:0007843; HP:0000556,18836446; 20237254; 18976725; 27375351; 24652164; 21519034; 20537394; 29159838,Eye,,2017-04-20 16:42:57+00:00
G2P01912,FZD4,604579,4042,CD344; EVR1,FZD4-related exudative vitreoretinopathy,133780,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0007902; HP:0000541; HP:0001489; HP:0001147; HP:0000618; HP:0007773; HP:0007850; HP:0000006; HP:0007778; HP:0007663; HP:0007685; HP:0030604,12172548; 14507768; 15981244; 15488808; 15223780; 27668459; 20008721; 15733276; 19172507,Eye,,2017-04-21 10:47:55+00:00
G2P01913,TSPAN12,613138,21641,NET-2; TM4SF12,TSPAN12-related exudative vitreoretinopathy ,613310,,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,splice_region_variant; splice_acceptor_variant; frameshift_variant; missense_variant; stop_gained,loss of function,inferred,,HP:0000555; HP:0007902; HP:0000541; HP:0001489; HP:0030490; HP:0001147; HP:0000618; HP:0007899; HP:0007850; HP:0000006; HP:0000007; HP:0007778; HP:0007663; HP:0007685; HP:0030604; HP:0000518,20159111; 20159112; 22427576; 23834558; 25250762; 21334594; 28002565; 21552475; 31827910; 35417085; 33907885; 38111929; 37451565; 35277167,Eye,,2024-12-02 13:20:26+00:00
G2P01914,NDP,300658,7678,EVR2; NORRIN,NDP-related exudative vitreoretinopathy,305390,,monoallelic_X_hemizygous,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000555; HP:0007902; HP:0000541; HP:0001489; HP:0001147; HP:0000618; HP:0007773; HP:0001419; HP:0007968; HP:0001141; HP:0007778; HP:0007663; HP:0007685; HP:0030604; HP:0000518,27720678; 8252044; 8990009; 9143917; 8535448; 8946107; 17296899,Eye,,2017-04-21 13:11:09+00:00
G2P01915,ZNF408,616454,20041,FLJ12827,ZNF408-related exudative vitreoretinopathy,616468,,monoallelic_autosomal,restricted mutation set,strong,altered gene product structure,,dominant negative,inferred,,HP:0000541; HP:0001489; HP:0000006; HP:0007663; HP:0007685; HP:0030604,23716654; 25711638; 27316669,Eye,,2017-04-21 17:08:04+00:00
G2P01916,ZNF408,616454,20041,FLJ12827,ZNF408-related retinitis pigmentosa,616469,,biallelic_autosomal,,strong,uncertain,,undetermined,inferred,,HP:0007737; HP:0001133; HP:0000662; HP:0007787; HP:0007710; HP:0000613,25882705; 28095122,Eye,,2018-01-25 11:23:18+00:00
G2P01917,ARHGEF18,616432,17090,KIAA0521; MGC15913; P114-RHOGEF; P114RHOGEF,ARHGEF18-related retinal dystrophy,,MONDO:0044314,biallelic_autosomal,,limited,absent gene product,,loss of function,inferred,,HP:0007843; HP:0000512; HP:0030786; HP:0000543; HP:0000662; HP:0011505; HP:0001123; HP:0000007; HP:0003676; HP:0000510; HP:0007663; HP:0030505; HP:0000556,28132693,Eye,,2017-04-23 21:50:23+00:00
G2P01918,TIMP3,188826,11822,SFD,TIMP3-related Sorsby fundus dystrophy,136900,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0011506; HP:0007401; HP:0000541; HP:0000006; HP:0007754; HP:0000533,25766588; 23023527; 7894485; 10854443,Eye,,2017-04-23 22:09:00+00:00
G2P01919,RBP4,180250,9922,,"RBP4-related microphthalmia, isolated, with coloboma",,MONDO:0000170,monoallelic_autosomal,restricted mutation set,strong,altered gene product structure,,dominant negative,inferred,,HP:0000589; HP:0000568; HP:0000006,25910211,Eye,,2017-04-24 11:03:38+00:00
G2P01920,ZNF513,613598,26498,FLJ32203; RP58; ZFP513,ZNF513-related retinitis pigmentosa,,,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000007; HP:0007737; HP:0000510; HP:0000556,20797688; 29320387,Eye,,2024-12-02 13:44:51+00:00
G2P01921,ADAM9,602713,216,CORD9; KIAA0021; MCMP; MDC9; MLTNG,ADAM9-related cone-rod dystrophy,612775,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000007; HP:0000548; HP:0000505,25546566; 19409519; 25091951,Eye,,2025-01-14 11:21:22+00:00
G2P01922,CA4,114760,1375,CAIV; CAR4; RP17,CA4-related retinitis pigmentosa,,MONDO:0019200,monoallelic_autosomal,,limited,uncertain,,undetermined,inferred,,HP:0000580; HP:0000510; HP:0000006,15563508; 17652713; 20450258; 15090652; 19211803; 7581389,Eye,,2019-10-23 14:14:26+00:00
G2P01924,GUCY2D,600179,4689,CORD6; CYGD; GUC1A4; GUC2D; LCA; LCA1; RETGC; RETGC-1; ROS-GC; ROS-GC1,GUCY2D-related Leber congenital amaurosis ,204000,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000512; HP:0000550; HP:0000618; HP:0000639; HP:0000505; HP:0000007; HP:0000556,8944027; 12325031; 12623820; 29061346,Eye,,2017-04-25 08:30:51+00:00
G2P01925,RPE65,180069,10294,BCO3; LCA2; RD12; RP20,RPE65-related retinitis pigmentosa,,MONDO:0019200,biallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000007; HP:0000512; HP:0000556; HP:0001141,9501220; 9326941; 20811047; 9801879; 11786058,Eye,,2017-04-25 10:01:30+00:00
G2P01926,TGFBI,601692,11771,BIGH3; CDB1; CDGG1; CSD1; CSD2; CSD3; LCD1,"TGFBI-related granular corneal dystrophy, type I",121900,,monoallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0007802; HP:0000006,8136834; 8044658; 9054935; 11923233,Eye,,2017-04-25 11:24:01+00:00
G2P01927,TGFBI,601692,11771,BIGH3; CDB1; CDGG1; CSD1; CSD2; CSD3; LCD1,TGFBI-related Reis-Bucklers corneal dystrophy,608470,,monoallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0001131; HP:0000006,9054935; 8136834; 9780098; 11923233,Eye,,2017-04-25 12:21:44+00:00
G2P01928,TGFBI,601692,11771,BIGH3; CDB1; CDGG1; CSD1; CSD2; CSD3; LCD1,TGFBI-related Thiel-Behnke corneal dystrophy,602082,,monoallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0001131; HP:0000006,9054935; 9780098; 26464103; 11923233,Eye,,2017-04-25 12:36:55+00:00
G2P01929,TGFBI,601692,11771,BIGH3; CDB1; CDGG1; CSD1; CSD2; CSD3; LCD1,"TGFBI-related granular corneal dystrophy, type II",607541,,monoallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0007802; HP:0000006,11923233; 10425035; 17893542; 14767644; 18465714; 9727418,Eye,,2017-04-25 14:15:23+00:00
G2P01931,KERA,603288,6309,CNA2; SLRR2B,KERA-related cornea plana,,MONDO:0000733,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000007; HP:0007720; HP:0008499,10802664; 10828599; 11726611; 31059048; 28677912,Eye,,2017-04-28 12:34:12+00:00
G2P01932,PIKFYVE,609414,23785,FAB1; KIAA0981; MGC40423; P235; PIP5K; PIP5K3; ZFYVE29,PIKFYVE-related fleck corneal dystrophy,121850,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0007962; HP:0000006,12607114; 15902656; 26396486,Eye,,2017-04-28 13:39:19+00:00
G2P01933,UBIAD1,611632,30791,SCCD; TERE1,UBIAD1-related Schyder corneal dystrophy,121800,,monoallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000006; HP:0007760,27382485; 17962451; 18176953; 17960116; 17668063,Eye,,2017-04-28 14:03:42+00:00
G2P01934,CHST6,605294,6938,MCDC1,CHST6-related macular corneal dystrophy,,MONDO:0009020,biallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0000007; HP:0001131,11139648; 11818380; 16568029; 8644739,Eye,,2018-01-21 20:30:21+00:00
G2P01935,KRT3,148043,6440,CK3; K3,KRT3-related Meesmann corneal dystrophy,122100,,monoallelic_autosomal,restricted mutation set,strong,altered gene product structure,,dominant negative,inferred,,HP:0001131; HP:0000006,16227835; 26788030; 9171831,Eye,,2017-04-28 14:55:19+00:00
G2P01936,KRT12,601687,6414,K12,KRT12-related Meesmann corneal dystrophy,122100,,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,dominant negative,inferred,,HP:0001131; HP:0000006,9399908; 9171831; 16227835; 26788030; 10612503; 30535821; 26758872,Eye,,2019-10-04 15:17:36+00:00
G2P01937,OPA1,605290,8140,FLJ12460; KIAA0567; MGM1; NPG; NTG,OPA1-related optic atrophy,,MONDO:0003608,monoallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0007641; HP:0000603; HP:0030455; HP:0000576; HP:0003829; HP:0003812; HP:0000505; HP:0000006; HP:0003587; HP:0000642; HP:0000648; HP:0012511,7951248,Eye,,2017-04-30 20:06:17+00:00
G2P01938,KIF21A,608283,19349,FEOM1; FLJ20052,"KIF21A-related fibrosis of extraocular muscles, congenital 1",135700,,monoallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0001477; HP:0012242; HP:0000486; HP:0007831; HP:0012241; HP:0000006; HP:0001488; HP:0001491,17511870; 21805025; 15621876; 14595441,Eye,,2017-05-01 21:08:01+00:00
G2P01939,KIF21A,608283,19349,FEOM1; FLJ20052,"KIF21A-related fibrosis of extraocular muscles, congenital 3B",,MONDO:0800209,monoallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0030301; HP:0007936; HP:0001477; HP:0000006; HP:0001257; HP:0002134; HP:0002492; HP:0012241; HP:0030319; HP:0003828; HP:0001273; HP:0012242; HP:0001249; HP:0000486; HP:0007831; HP:0000458; HP:0001491; HP:0001605; HP:0000044; HP:0000508,18332320; 15223798,Eye,,2017-05-01 21:28:00+00:00
G2P01940,PHOX2A,602753,691,ARIX; CFEOM2; FEOM2; PMX2A,"PHOX2A-related fibrosis of extraocular muscles, congenital",602078,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0007936; HP:0000646; HP:0000496; HP:0000486; HP:0000505; HP:0007831; HP:0001491; HP:0001488; HP:0000007,11600883; 14597037,Eye,,2017-05-01 21:39:04+00:00
G2P01941,TUBB3,602661,20772,BETA-4; CFEOM3; CFEOM3A; FEOM3,"TUBB3-related fibrosis of extraocular muscles, congenital",,MONDO:0010912,monoallelic_autosomal,,strong,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0001274; HP:0010628; HP:0000646; HP:0001477; HP:0001263; HP:0003812; HP:0007831; HP:0012241; HP:0003477; HP:0000006; HP:0001491; HP:0000577; HP:0100490; HP:0001328; HP:0000508; HP:0001239,10393037; 12073023; 20074521,Eye,,2017-05-01 21:46:10+00:00
G2P01942,CHN1,118423,1943,ARHGAP2; CHN; DURS2; N-CHIMERIN; RHOGAP2,CHN1-related Duane retraction syndrome,604356,,monoallelic_autosomal,restricted mutation set,strong,altered gene product structure,,gain of function,inferred,,HP:0000486; HP:0000646; HP:0000006; HP:0009921,18653847; 21555619; 21715346,Eye,,2017-05-02 09:48:50+00:00
G2P01944,ABCA4,601691,34,ABCR; ARMD2; CORD3; FFM; RP19; STGD; STGD1,ABCA4-related cone-rod dystrophy,604116,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000603; HP:0007843; HP:0000608; HP:0000512; HP:0007737; HP:0001133; HP:0000543; HP:0000662; HP:0030474; HP:0000505; HP:0000007; HP:0000572; HP:0000551; HP:0007754; HP:0000510; HP:0000548; HP:0007722; HP:0000556,9054934; 9490294; 9781034; 9973280; 10958763; 9503029; 10746567; 9425888; 10874631; 9070931; 28446513; 9466990; 12515255; 10958761; 18285826,Eye,,2025-01-14 11:29:30+00:00
G2P01945,ABHD12,613599,15868,ABHD12A; BEM46L2; C20ORF22; DJ965G21.2; DKFZP434P106,"ABHD12-related polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract ",,MONDO:0012984,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0003487; HP:0001271; HP:0001272; HP:0001347; HP:0007141; HP:0001265; HP:0003812; HP:0003677; HP:0000556; HP:0000007; HP:0001257; HP:0000510; HP:0000648; HP:0011402; HP:0001260; HP:0001310; HP:0008619; HP:0001761; HP:0003693; HP:0000639; HP:0000762; HP:0002936; HP:0001251; HP:0003828; HP:0000407; HP:0001771; HP:0000523,20797687; 28448692; 24697911; 24027063; 22938382; 27890673,Eye,,2017-05-05 15:48:03+00:00
G2P01946,ACBD5,616618,23338,DKFZP434A2417; KIAA1996,ACBD5-related deficiency,618863,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0000253; HP:0001263; HP:0000639; HP:0000505; HP:0007199; HP:0000175; HP:0000007; HP:0000548; HP:0000510; HP:0006808; HP:0002415; HP:0007204; HP:0001251; HP:0004359; HP:0000556; HP:0002376; HP:0002500,23105016; 27799409; 33427402,DD; Eye,,2025-01-21 11:52:57+00:00
G2P01947,ADAMTS10,608990,13201,ADAM-TS10,ADAMTS10-related Weill-Marchesani syndrome,277600,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002650; HP:0002342; HP:0001083; HP:0000707; HP:0011003; HP:0001643; HP:0000618; HP:0000586; HP:0001256; HP:0000478; HP:0000594; HP:0040064; HP:0001169; HP:0001653; HP:0000518; HP:0005148; HP:0001650; HP:0000248; HP:0005280; HP:0005665; HP:0000007; HP:0011729; HP:0000501; HP:0001626; HP:0002682; HP:0011526; HP:0000924; HP:0000327; HP:0001230; HP:0003416; HP:0001387; HP:0003508; HP:0001156; HP:0001783; HP:0006482; HP:0001629; HP:0002938; HP:0001642; HP:0000692; HP:0009768; HP:0001507; HP:0000885; HP:0000189; HP:0002753; HP:0000152,15368195; 25469541,Eye; Skin,,2024-08-20 14:06:09+00:00
